id,log_id,exercise_id,set_number,time_seconds,reps_completed,weight_kg
80530,6207,143,1,36.0,,
80532,6207,133,2,36.0,,
80534,6207,70,3,24.0,,
80536,6207,142,4,,12.0,25.0
80538,6207,12,5,48.0,,
80540,6207,22,6,24.0,,
80542,6208,72,1,,10.0,25.0
80544,6208,142,2,,12.0,25.0
80546,6208,76,3,24.0,,
80548,6208,71,4,,12.0,27.5
80550,6208,35,5,36.0,,
80552,6209,113,1,36.0,,
80554,6209,133,2,24.0,,
80556,6209,13,3,,10.0,37.5
80558,6209,54,4,36.0,,
80560,6209,26,5,36.0,,
80562,6209,60,6,48.0,,
80564,6210,126,1,24.0,,
80566,6210,38,2,24.0,,
80568,6210,1,3,48.0,,
80570,6210,6,4,48.0,,
80572,6210,80,5,24.0,,
80574,6210,44,6,24.0,,
80576,6210,17,7,36.0,,
80578,6211,78,1,48.0,,
80580,6211,62,2,36.0,,
80582,6211,135,3,,12.0,37.5
80584,6211,3,4,36.0,,
80586,6211,27,5,48.0,,
80588,6211,15,6,48.0,,
80590,6212,113,1,24.0,,
80592,6212,12,2,36.0,,
80594,6212,45,3,24.0,,
80596,6212,96,4,36.0,,
80598,6212,2,5,48.0,,
80600,6212,13,6,,10.0,40.0
80602,6212,75,7,36.0,,
80604,6213,134,1,24.0,,
80606,6213,7,2,,12.0,22.5
80608,6213,35,3,48.0,,
80610,6213,56,4,48.0,,
80612,6213,22,5,24.0,,
80614,6214,134,1,24.0,,
80616,6214,19,2,24.0,,
80618,6214,101,3,36.0,,
80620,6214,55,4,,12.0,35.0
80622,6214,104,5,24.0,,
80624,6214,48,6,,10.0,25.0
80626,6214,133,7,24.0,,
80628,6215,18,1,24.0,,
80630,6215,59,2,24.0,,
80632,6215,27,3,36.0,,
80634,6215,55,4,,12.0,35.0
80636,6215,35,5,48.0,,
80638,6216,92,1,48.0,,
80640,6216,121,2,48.0,,
80642,6216,63,3,,12.0,17.5
80644,6216,123,4,48.0,,
80646,6216,33,5,,8.0,42.5
80648,6216,16,6,48.0,,
80650,6216,16,7,48.0,,
80652,6216,143,8,24.0,,
80654,6217,126,1,48.0,,
80656,6217,97,2,,12.0,42.5
80658,6217,9,3,48.0,,
80660,6217,113,4,36.0,,
80662,6217,71,5,,8.0,30.0
80664,6217,56,6,48.0,,
80666,6217,132,7,,10.0,25.0
80668,6217,133,8,48.0,,
80670,6218,121,1,36.0,,
80672,6218,142,2,,10.0,30.0
80674,6218,143,3,36.0,,
80676,6218,53,4,,12.0,35.0
80678,6218,142,5,,10.0,30.0
80680,6218,72,6,,10.0,27.5
80682,6219,85,1,,10.0,17.5
80684,6219,5,2,48.0,,
80686,6219,108,3,36.0,,
80688,6219,44,4,36.0,,
80690,6219,71,5,,10.0,30.0
80692,6219,141,6,24.0,,
80694,6220,97,1,,10.0,45.0
80696,6220,85,2,,12.0,17.5
80698,6220,5,3,48.0,,
80700,6220,100,4,24.0,,
80702,6220,123,5,48.0,,
80704,6220,54,6,24.0,,
80706,6221,9,1,48.0,,
80708,6221,84,2,36.0,,
80710,6221,12,3,36.0,,
80712,6221,70,4,24.0,,
80714,6221,55,5,,10.0,37.5
80716,6221,2,6,24.0,,
80718,6222,101,1,36.0,,
80720,6222,92,2,24.0,,
80722,6222,32,3,,12.0,17.5
80724,6222,77,4,48.0,,
80726,6222,84,5,36.0,,
80728,6222,45,6,36.0,,
80730,6223,15,1,48.0,,
80732,6223,108,2,36.0,,
80734,6223,17,3,48.0,,
80736,6223,96,4,24.0,,
80738,6223,142,5,,12.0,30.0
80740,6223,84,6,36.0,,
80742,6223,63,7,,12.0,20.0
80744,6224,135,1,,8.0,42.5
80746,6224,38,2,24.0,,
80748,6224,126,3,48.0,,
80750,6224,45,4,36.0,,
80752,6224,132,5,,12.0,27.5
80754,6225,38,1,24.0,,
80756,6225,133,2,36.0,,
80758,6225,13,3,,8.0,45.0
80760,6225,45,4,48.0,,
80762,6225,121,5,36.0,,
80764,6226,96,1,60.0,,
80766,6226,77,2,30.0,,
80768,6226,123,3,60.0,,
80770,6226,3,4,60.0,,
80772,6226,8,5,,12.0,57.5
80774,6226,140,6,30.0,,
80776,6226,135,7,,10.0,52.5
80778,6226,71,8,,10.0,40.0
80780,6227,27,1,60.0,,
80782,6227,129,2,45.0,,
80784,6227,19,3,30.0,,
80786,6227,143,4,30.0,,
80788,6227,42,5,45.0,,
80790,6228,142,1,,12.0,40.0
80792,6228,75,2,60.0,,
80794,6228,63,3,,10.0,25.0
80796,6228,98,4,45.0,,
80798,6228,92,5,60.0,,
80800,6228,100,6,45.0,,
80802,6228,19,7,60.0,,
80804,6228,78,8,45.0,,
80806,6229,38,1,60.0,,
80808,6229,16,2,30.0,,
80810,6229,9,3,45.0,,
80812,6229,76,4,30.0,,
80814,6229,148,5,45.0,,
80816,6229,85,6,,8.0,22.5
80818,6229,32,7,,10.0,22.5
80820,6229,70,8,30.0,,
80822,6230,125,1,30.0,,
80824,6230,98,2,60.0,,
80826,6230,71,3,,8.0,42.5
80828,6230,92,4,60.0,,
80830,6230,16,5,60.0,,
80832,6231,146,1,,12.0,22.5
80834,6231,42,2,30.0,,
80836,6231,59,3,60.0,,
80838,6231,45,4,60.0,,
80840,6231,108,5,45.0,,
80842,6231,12,6,30.0,,
80844,6231,142,7,,12.0,42.5
80846,6231,26,8,60.0,,
80848,6232,71,1,,12.0,42.5
80850,6232,96,2,45.0,,
80852,6232,97,3,,8.0,62.5
80854,6232,92,4,30.0,,
80856,6232,142,5,,12.0,42.5
80858,6232,104,6,45.0,,
80860,6232,84,7,30.0,,
80862,6232,80,8,30.0,,
80864,6233,16,1,60.0,,
80866,6233,50,2,30.0,,
80868,6233,15,3,60.0,,
80870,6233,35,4,30.0,,
80872,6233,53,5,,10.0,50.0
80874,6233,48,6,,10.0,37.5
80876,6233,75,7,30.0,,
80878,6233,15,8,45.0,,
80880,6234,26,1,30.0,,
80882,6234,17,2,45.0,,
80884,6234,125,3,60.0,,
80886,6234,62,4,30.0,,
80888,6234,32,5,,12.0,25.0
80890,6234,50,6,60.0,,
80892,6234,108,7,60.0,,
80894,6235,89,1,60.0,,
80896,6235,84,2,30.0,,
80898,6235,108,3,60.0,,
80900,6235,1,4,30.0,,
80902,6235,129,5,45.0,,
80904,6235,146,6,,10.0,25.0
80906,6236,132,1,,12.0,40.0
80908,6236,121,2,30.0,,
80910,6236,10,3,60.0,,
80912,6236,9,4,60.0,,
80914,6236,72,5,,8.0,42.5
80916,6236,72,6,,12.0,42.5
80918,6236,102,7,45.0,,
80920,6237,35,1,45.0,,
80922,6237,102,2,60.0,,
80924,6237,40,3,,8.0,45.0
80926,6237,143,4,30.0,,
80928,6237,126,5,60.0,,
80930,6237,84,6,30.0,,
80932,6238,102,1,60.0,,
80934,6238,142,2,,10.0,45.0
80936,6238,21,3,60.0,,
80938,6238,102,4,30.0,,
80940,6238,132,5,,10.0,40.0
80942,6238,22,6,45.0,,
80944,6238,2,7,60.0,,
80946,6239,72,1,,10.0,42.5
80948,6239,33,2,,10.0,70.0
80950,6239,42,3,30.0,,
80952,6239,123,4,60.0,,
80954,6239,88,5,60.0,,
80956,6240,10,1,60.0,,
80958,6240,60,2,45.0,,
80960,6240,22,3,30.0,,
80962,6240,126,4,60.0,,
80964,6240,104,5,60.0,,
80966,6240,33,6,,8.0,72.5
80968,6241,149,1,45.0,,
80970,6241,10,2,45.0,,
80972,6241,54,3,30.0,,
80974,6241,88,4,30.0,,
80976,6241,1,5,30.0,,
80978,6241,75,6,30.0,,
80980,6242,44,1,45.0,,
80982,6242,19,2,45.0,,
80984,6242,136,3,45.0,,
80986,6242,53,4,,10.0,57.5
80988,6242,142,5,,10.0,47.5
80990,6242,85,6,,10.0,27.5
80992,6242,56,7,45.0,,
80994,6243,125,1,30.0,,
80996,6243,123,2,60.0,,
80998,6243,48,3,,12.0,42.5
81000,6243,31,4,60.0,,
81002,6243,134,5,30.0,,
81004,6243,6,6,60.0,,
81006,6244,3,1,30.0,,
81008,6244,125,2,60.0,,
81010,6244,1,3,30.0,,
81012,6244,31,4,60.0,,
81014,6244,85,5,,12.0,27.5
81016,6245,59,1,30.0,,
81018,6245,146,2,,12.0,27.5
81020,6245,60,3,60.0,,
81022,6245,44,4,45.0,,
81024,6245,33,5,,12.0,75.0
81026,6246,33,1,,8.0,77.5
81028,6246,84,2,45.0,,
81030,6246,102,3,60.0,,
81032,6246,80,4,30.0,,
81034,6246,38,5,60.0,,
81036,6246,45,6,30.0,,
81038,6246,123,7,30.0,,
81040,6246,45,8,45.0,,
81042,6247,56,1,30.0,,
81044,6247,84,2,60.0,,
81046,6247,8,3,,10.0,75.0
81048,6247,10,4,30.0,,
81050,6247,19,5,60.0,,
81052,6248,100,1,45.0,,
81054,6248,1,2,30.0,,
81056,6248,98,3,30.0,,
81058,6248,3,4,30.0,,
81060,6248,59,5,30.0,,
81062,6248,101,6,45.0,,
81064,6248,10,7,30.0,,
81066,6249,92,1,45.0,,
81068,6249,19,2,60.0,,
81070,6249,31,3,45.0,,
81072,6249,89,4,60.0,,
81074,6249,13,5,,8.0,75.0
81076,6249,53,6,,12.0,60.0
81078,6249,126,7,30.0,,
81080,6250,32,1,,8.0,30.0
81082,6250,88,2,45.0,,
81084,6250,38,3,60.0,,
81086,6250,135,4,,10.0,72.5
81088,6250,42,5,30.0,,
81090,6250,142,6,,10.0,52.5
81092,6251,31,1,30.0,,
81094,6251,41,2,,8.0,32.5
81096,6251,63,3,,12.0,25.0
81098,6251,101,4,60.0,,
81100,6251,125,5,30.0,,
81102,6251,45,6,30.0,,
81104,6251,26,7,30.0,,
81106,6251,5,8,60.0,,
81108,6252,3,1,45.0,,
81110,6252,13,2,,12.0,57.5
81112,6252,32,3,,10.0,22.5
81114,6252,89,4,45.0,,
81116,6252,121,5,60.0,,
81118,6252,140,6,45.0,,
81120,6252,146,7,,8.0,22.5
81122,6252,26,8,30.0,,
81124,6253,96,1,45.0,,
81126,6253,142,2,,10.0,40.0
81128,6253,113,3,30.0,,
81130,6253,17,4,30.0,,
81132,6253,89,5,30.0,,
81134,6253,120,6,30.0,,
81136,6254,135,1,,12.0,55.0
81138,6254,72,2,,8.0,37.5
81140,6254,123,3,60.0,,
81142,6254,19,4,60.0,,
81144,6254,125,5,60.0,,
81146,6254,1,6,60.0,,
81148,6255,135,1,,8.0,55.0
81150,6255,5,2,60.0,,
81152,6255,42,3,45.0,,
81154,6255,149,4,45.0,,
81156,6255,121,5,45.0,,
81158,6255,62,6,30.0,,
81160,6256,33,1,,8.0,62.5
81162,6256,120,2,30.0,,
81164,6256,50,3,60.0,,
81166,6256,45,4,45.0,,
81168,6256,35,5,60.0,,
81170,6256,75,6,45.0,,
81172,6256,13,7,,10.0,60.0
81174,6256,33,8,,8.0,62.5
81176,6257,72,1,,10.0,40.0
81178,6257,48,2,,8.0,37.5
81180,6257,71,3,,8.0,42.5
81182,6257,27,4,45.0,,
81184,6257,3,5,30.0,,
81186,6257,9,6,30.0,,
81188,6257,135,7,,8.0,57.5
81190,6257,11,8,30.0,,
81192,6258,146,1,,12.0,22.5
81194,6258,75,2,30.0,,
81196,6258,70,3,60.0,,
81198,6258,149,4,30.0,,
81200,6258,48,5,,8.0,37.5
81202,6258,62,6,30.0,,
81204,6259,8,1,,12.0,65.0
81206,6259,8,2,,8.0,65.0
81208,6259,25,3,60.0,,
81210,6259,10,4,30.0,,
81212,6259,19,5,60.0,,
81214,6259,77,6,45.0,,
81216,6259,40,7,,8.0,42.5
81218,6260,70,1,45.0,,
81220,6260,101,2,45.0,,
81222,6260,80,3,60.0,,
81224,6260,21,4,45.0,,
81226,6260,140,5,60.0,,
81228,6260,60,6,60.0,,
81230,6260,55,7,,12.0,55.0
81232,6261,7,1,,8.0,37.5
81234,6261,132,2,,12.0,40.0
81236,6261,31,3,30.0,,
81238,6261,21,4,45.0,,
81240,6261,149,5,45.0,,
81242,6261,11,6,30.0,,
81244,6262,9,1,30.0,,
81246,6262,45,2,60.0,,
81248,6262,77,3,30.0,,
81250,6262,21,4,30.0,,
81252,6262,63,5,,12.0,27.5
81254,6262,8,6,,10.0,67.5
81256,6262,25,7,60.0,,
81258,6263,123,1,60.0,,
81260,6263,72,2,,12.0,42.5
81262,6263,77,3,30.0,,
81264,6263,59,4,30.0,,
81266,6263,76,5,30.0,,
81268,6263,126,6,45.0,,
81270,6263,126,7,60.0,,
81272,6263,53,8,,12.0,52.5
81274,6264,126,1,30.0,,
81276,6264,16,2,30.0,,
81278,6264,85,3,,8.0,25.0
81280,6264,71,4,,10.0,47.5
81282,6264,70,5,60.0,,
81284,6264,19,6,60.0,,
81286,6264,129,7,45.0,,
81288,6264,6,8,30.0,,
81290,6265,19,1,60.0,,
81292,6265,60,2,45.0,,
81294,6265,126,3,45.0,,
81296,6265,78,4,45.0,,
81298,6265,53,5,,8.0,55.0
81300,6265,104,6,45.0,,
81302,6266,50,1,60.0,,
81304,6266,17,2,45.0,,
81306,6266,70,3,60.0,,
81308,6266,53,4,,10.0,55.0
81310,6266,136,5,45.0,,
81312,6266,42,6,30.0,,
81314,6267,19,1,30.0,,
81316,6267,60,2,30.0,,
81318,6267,11,3,30.0,,
81320,6267,129,4,60.0,,
81322,6267,129,5,30.0,,
81324,6267,75,6,30.0,,
81326,6268,55,1,,12.0,60.0
81328,6268,54,2,60.0,,
81330,6268,72,3,,8.0,45.0
81332,6268,134,4,60.0,,
81334,6268,100,5,30.0,,
81336,6268,53,6,,12.0,57.5
81338,6268,108,7,30.0,,
81340,6268,12,8,30.0,,
81342,6269,2,1,30.0,,
81344,6269,60,2,45.0,,
81346,6269,48,3,,10.0,42.5
81348,6269,76,4,30.0,,
81350,6269,100,5,30.0,,
81352,6269,16,6,30.0,,
81354,6270,13,1,,8.0,72.5
81356,6270,6,2,30.0,,
81358,6270,56,3,45.0,,
81360,6270,16,4,45.0,,
81362,6270,113,5,60.0,,
81364,6271,141,1,45.0,,
81366,6271,38,2,30.0,,
81368,6271,84,3,45.0,,
81370,6271,135,4,,10.0,67.5
81372,6271,63,5,,12.0,32.5
81374,6271,97,6,,12.0,75.0
81376,6272,101,1,60.0,,
81378,6272,88,2,30.0,,
81380,6272,44,3,30.0,,
81382,6272,25,4,60.0,,
81384,6272,149,5,30.0,,
81386,6272,41,6,,8.0,42.5
81388,6272,101,7,30.0,,
81390,6273,102,1,45.0,,
81392,6273,22,2,45.0,,
81394,6273,33,3,,12.0,80.0
81396,6273,149,4,45.0,,
81398,6273,125,5,30.0,,
81400,6274,120,1,60.0,,
81402,6274,38,2,45.0,,
81404,6274,137,3,45.0,,
81406,6274,76,4,45.0,,
81408,6274,63,5,,10.0,32.5
81410,6274,50,6,45.0,,
81412,6274,40,7,,8.0,52.5
81414,6275,44,1,60.0,,
81416,6275,6,2,45.0,,
81418,6275,42,3,60.0,,
81420,6275,85,4,,8.0,30.0
81422,6275,59,5,60.0,,
81424,6275,113,6,60.0,,
81426,6275,10,7,30.0,,
81428,6275,3,8,60.0,,
81430,6276,2,1,60.0,,
81432,6276,32,2,,8.0,22.5
81434,6276,15,3,60.0,,
81436,6276,1,4,60.0,,
81438,6276,42,5,60.0,,
81440,6276,133,6,30.0,,
81442,6276,9,7,45.0,,
81444,6277,136,1,60.0,,
81446,6277,22,2,45.0,,
81448,6277,121,3,30.0,,
81450,6277,22,4,30.0,,
81452,6277,72,5,,8.0,37.5
81454,6277,11,6,30.0,,
81456,6278,60,1,30.0,,
81458,6278,70,2,60.0,,
81460,6278,97,3,,12.0,60.0
81462,6278,18,4,45.0,,
81464,6278,89,5,60.0,,
81466,6278,77,6,45.0,,
81468,6279,31,1,30.0,,
81470,6279,48,2,,12.0,35.0
81472,6279,45,3,45.0,,
81474,6279,146,4,,12.0,22.5
81476,6279,15,5,30.0,,
81478,6279,41,6,,10.0,32.5
81480,6280,132,1,,8.0,37.5
81482,6280,85,2,,12.0,22.5
81484,6280,75,3,30.0,,
81486,6280,72,4,,12.0,37.5
81488,6280,149,5,45.0,,
81490,6280,140,6,60.0,,
81492,6281,84,1,30.0,,
81494,6281,16,2,45.0,,
81496,6281,7,3,,12.0,35.0
81498,6281,88,4,60.0,,
81500,6281,120,5,60.0,,
81502,6281,41,6,,10.0,35.0
81504,6281,13,7,,12.0,60.0
81506,6282,121,1,60.0,,
81508,6282,104,2,30.0,,
81510,6282,108,3,60.0,,
81512,6282,88,4,30.0,,
81514,6282,84,5,30.0,,
81516,6282,17,6,60.0,,
81518,6282,143,7,30.0,,
81520,6283,35,1,30.0,,
81522,6283,54,2,30.0,,
81524,6283,16,3,45.0,,
81526,6283,77,4,60.0,,
81528,6283,148,5,45.0,,
81530,6284,19,1,45.0,,
81532,6284,54,2,45.0,,
81534,6284,19,3,45.0,,
81536,6284,123,4,30.0,,
81538,6284,18,5,30.0,,
81540,6284,142,6,,12.0,42.5
81542,6285,56,1,60.0,,
81544,6285,115,2,60.0,,
81546,6285,32,3,,10.0,25.0
81548,6285,9,4,45.0,,
81550,6285,136,5,30.0,,
81552,6285,98,6,30.0,,
81554,6286,9,1,45.0,,
81556,6286,33,2,,10.0,67.5
81558,6286,60,3,45.0,,
81560,6286,101,4,60.0,,
81562,6286,100,5,45.0,,
81564,6286,148,6,30.0,,
81566,6286,60,7,45.0,,
81568,6286,3,8,60.0,,
81570,6287,31,1,45.0,,
81572,6287,13,2,,10.0,65.0
81574,6287,137,3,30.0,,
81576,6287,98,4,45.0,,
81578,6287,8,5,,8.0,67.5
81580,6287,136,6,30.0,,
81582,6287,100,7,30.0,,
81584,6288,12,1,30.0,,
81586,6288,17,2,60.0,,
81588,6288,97,3,,8.0,67.5
81590,6288,19,4,30.0,,
81592,6288,26,5,60.0,,
81594,6288,89,6,45.0,,
81596,6288,102,7,60.0,,
81598,6288,134,8,45.0,,
81600,6289,120,1,60.0,,
81602,6289,7,2,,12.0,40.0
81604,6289,63,3,,8.0,30.0
81606,6289,2,4,30.0,,
81608,6289,148,5,45.0,,
81610,6289,15,6,60.0,,
81612,6289,89,7,45.0,,
81614,6289,38,8,60.0,,
81616,6290,146,1,,10.0,25.0
81618,6290,41,2,,12.0,40.0
81620,6290,5,3,45.0,,
81622,6290,76,4,45.0,,
81624,6290,48,5,,12.0,40.0
81626,6290,113,6,60.0,,
81628,6291,2,1,30.0,,
81630,6291,97,2,,12.0,70.0
81632,6291,133,3,45.0,,
81634,6291,78,4,45.0,,
81636,6291,72,5,,10.0,45.0
81638,6292,135,1,,12.0,65.0
81640,6292,13,2,,12.0,70.0
81642,6292,40,3,,10.0,47.5
81644,6292,80,4,45.0,,
81646,6292,42,5,60.0,,
81648,6292,1,6,45.0,,
81650,6293,123,1,30.0,,
81652,6293,5,2,30.0,,
81654,6293,96,3,60.0,,
81656,6293,125,4,45.0,,
81658,6293,11,5,60.0,,
81660,6294,60,1,30.0,,
81662,6294,60,2,30.0,,
81664,6294,16,3,45.0,,
81666,6294,2,4,30.0,,
81668,6294,101,5,30.0,,
81670,6294,135,6,,12.0,67.5
81672,6294,113,7,60.0,,
81674,6294,136,8,60.0,,
81676,6295,10,1,60.0,,
81678,6295,97,2,,12.0,75.0
81680,6295,12,3,30.0,,
81682,6295,140,4,30.0,,
81684,6295,35,5,30.0,,
81686,6295,71,6,,12.0,52.5
81688,6296,85,1,,10.0,27.5
81690,6296,62,2,60.0,,
81692,6296,96,3,60.0,,
81694,6296,54,4,45.0,,
81696,6296,53,5,,8.0,60.0
81698,6296,63,6,,12.0,32.5
81700,6297,22,1,30.0,,
81702,6297,143,2,45.0,,
81704,6297,18,3,30.0,,
81706,6297,72,4,,12.0,47.5
81708,6297,72,5,,12.0,47.5
81710,6297,59,6,60.0,,
81712,6298,53,1,,8.0,60.0
81714,6298,50,2,45.0,,
81716,6298,53,3,,12.0,60.0
81718,6298,96,4,30.0,,
81720,6298,2,5,30.0,,
81722,6298,71,6,,10.0,52.5
81724,6298,149,7,30.0,,
81726,6298,142,8,,8.0,50.0
81728,6299,102,1,45.0,,
81730,6299,142,2,,8.0,52.5
81732,6299,60,3,30.0,,
81734,6299,17,4,30.0,,
81736,6299,21,5,45.0,,
81738,6300,54,1,60.0,,
81740,6300,125,2,60.0,,
81742,6300,104,3,30.0,,
81744,6300,125,4,45.0,,
81746,6300,33,5,,8.0,80.0
81748,6301,11,1,24.0,,
81750,6301,100,2,24.0,,
81752,6301,102,3,48.0,,
81754,6301,5,4,24.0,,
81756,6301,134,5,36.0,,
81758,6301,42,6,48.0,,
81760,6302,104,1,48.0,,
81762,6302,142,2,,8.0,22.5
81764,6302,54,3,48.0,,
81766,6302,54,4,48.0,,
81768,6302,8,5,,12.0,35.0
81770,6302,142,6,,12.0,22.5
81772,6302,104,7,24.0,,
81774,6303,98,1,24.0,,
81776,6303,26,2,48.0,,
81778,6303,41,3,,10.0,20.0
81780,6303,15,4,24.0,,
81782,6303,1,5,48.0,,
81784,6303,133,6,24.0,,
81786,6304,136,1,24.0,,
81788,6304,141,2,24.0,,
81790,6304,17,3,24.0,,
81792,6304,101,4,36.0,,
81794,6304,1,5,36.0,,
81796,6305,44,1,48.0,,
81798,6305,135,2,,8.0,32.5
81800,6305,85,3,,12.0,12.5
81802,6305,45,4,48.0,,
81804,6305,18,5,36.0,,
81806,6305,101,6,36.0,,
81808,6306,84,1,48.0,,
81810,6306,54,2,48.0,,
81812,6306,25,3,24.0,,
81814,6306,89,4,24.0,,
81816,6306,32,5,,8.0,15.0
81818,6307,5,1,36.0,,
81820,6307,45,2,48.0,,
81822,6307,9,3,48.0,,
81824,6307,108,4,48.0,,
81826,6307,16,5,48.0,,
81828,6308,141,1,24.0,,
81830,6308,149,2,48.0,,
81832,6308,11,3,24.0,,
81834,6308,54,4,48.0,,
81836,6308,85,5,,10.0,15.0
81838,6309,70,1,48.0,,
81840,6309,143,2,36.0,,
81842,6309,136,3,48.0,,
81844,6309,55,4,,8.0,32.5
81846,6309,101,5,36.0,,
81848,6309,120,6,48.0,,
81850,6309,146,7,,12.0,15.0
81852,6310,92,1,24.0,,
81854,6310,80,2,24.0,,
81856,6310,75,3,24.0,,
81858,6310,134,4,24.0,,
81860,6310,27,5,48.0,,
81862,6310,9,6,48.0,,
81864,6310,62,7,24.0,,
81866,6311,42,1,36.0,,
81868,6311,16,2,48.0,,
81870,6311,84,3,24.0,,
81872,6311,100,4,36.0,,
81874,6311,13,5,,8.0,37.5
81876,6311,32,6,,10.0,15.0
81878,6311,97,7,,10.0,40.0
81880,6311,27,8,24.0,,
81882,6312,59,1,48.0,,
81884,6312,17,2,36.0,,
81886,6312,10,3,24.0,,
81888,6312,59,4,36.0,,
81890,6312,76,5,48.0,,
81892,6313,78,1,36.0,,
81894,6313,146,2,,8.0,15.0
81896,6313,101,3,36.0,,
81898,6313,137,4,36.0,,
81900,6313,7,5,,12.0,22.5
81902,6313,123,6,36.0,,
81904,6313,2,7,48.0,,
81906,6313,54,8,36.0,,
81908,6314,22,1,24.0,,
81910,6314,85,2,,8.0,15.0
81912,6314,85,3,,12.0,15.0
81914,6314,113,4,48.0,,
81916,6314,146,5,,12.0,15.0
81918,6314,10,6,36.0,,
81920,6314,84,7,24.0,,
81922,6315,149,1,36.0,,
81924,6315,53,2,,10.0,32.5
81926,6315,17,3,36.0,,
81928,6315,140,4,24.0,,
81930,6315,133,5,36.0,,
81932,6315,101,6,24.0,,
81934,6315,100,7,36.0,,
81936,6315,19,8,48.0,,
81938,6316,54,1,48.0,,
81940,6316,26,2,36.0,,
81942,6316,123,3,36.0,,
81944,6316,42,4,36.0,,
81946,6316,5,5,24.0,,
81948,6316,6,6,24.0,,
81950,6317,54,1,48.0,,
81952,6317,84,2,24.0,,
81954,6317,104,3,48.0,,
81956,6317,100,4,36.0,,
81958,6317,16,5,24.0,,
81960,6318,59,1,24.0,,
81962,6318,70,2,48.0,,
81964,6318,60,3,24.0,,
81966,6318,31,4,48.0,,
81968,6318,97,5,,8.0,42.5
81970,6318,141,6,36.0,,
81972,6318,16,7,48.0,,
81974,6319,60,1,36.0,,
81976,6319,40,2,,8.0,30.0
81978,6319,126,3,36.0,,
81980,6319,22,4,24.0,,
81982,6319,98,5,24.0,,
81984,6319,125,6,24.0,,
81986,6319,142,7,,10.0,30.0
81988,6320,33,1,,8.0,45.0
81990,6320,12,2,36.0,,
81992,6320,100,3,48.0,,
81994,6320,19,4,36.0,,
81996,6320,17,5,36.0,,
81998,6321,104,1,24.0,,
82000,6321,22,2,48.0,,
82002,6321,134,3,36.0,,
82004,6321,133,4,48.0,,
82006,6321,140,5,24.0,,
82008,6321,5,6,48.0,,
82010,6322,97,1,,10.0,45.0
82012,6322,126,2,36.0,,
82014,6322,55,3,,8.0,37.5
82016,6322,2,4,24.0,,
82018,6322,21,5,48.0,,
82020,6322,31,6,36.0,,
82022,6322,1,7,48.0,,
82024,6322,54,8,36.0,,
82026,6323,48,1,,8.0,27.5
82028,6323,133,2,48.0,,
82030,6323,104,3,24.0,,
82032,6323,56,4,36.0,,
82034,6323,12,5,24.0,,
82036,6323,132,6,,12.0,27.5
82038,6323,125,7,24.0,,
82040,6323,126,8,24.0,,
82042,6324,10,1,36.0,,
82044,6324,62,2,36.0,,
82046,6324,8,3,,12.0,47.5
82048,6324,126,4,36.0,,
82050,6324,76,5,48.0,,
82052,6324,136,6,36.0,,
82054,6324,17,7,48.0,,
82056,6325,3,1,48.0,,
82058,6325,6,2,48.0,,
82060,6325,31,3,24.0,,
82062,6325,60,4,48.0,,
82064,6325,140,5,48.0,,
82066,6325,16,6,24.0,,
82068,6325,15,7,24.0,,
82070,6325,60,8,48.0,,
82072,6326,42,1,36.0,,
82074,6326,89,2,24.0,,
82076,6326,62,3,48.0,,
82078,6326,55,4,,8.0,27.5
82080,6326,115,5,36.0,,
82082,6327,78,1,24.0,,
82084,6327,32,2,,10.0,15.0
82086,6327,78,3,48.0,,
82088,6327,16,4,48.0,,
82090,6327,148,5,48.0,,
82092,6327,44,6,24.0,,
82094,6327,63,7,,8.0,15.0
82096,6327,10,8,48.0,,
82098,6328,115,1,48.0,,
82100,6328,125,2,36.0,,
82102,6328,135,3,,12.0,32.5
82104,6328,54,4,36.0,,
82106,6328,85,5,,10.0,12.5
82108,6328,7,6,,10.0,20.0
82110,6328,97,7,,10.0,35.0
82112,6329,44,1,36.0,,
82114,6329,12,2,36.0,,
82116,6329,100,3,24.0,,
82118,6329,85,4,,8.0,12.5
82120,6329,33,5,,10.0,37.5
82122,6329,31,6,48.0,,
82124,6329,135,7,,12.0,32.5
82126,6329,121,8,48.0,,
82128,6330,84,1,48.0,,
82130,6330,126,2,48.0,,
82132,6330,53,3,,10.0,30.0
82134,6330,54,4,48.0,,
82136,6330,15,5,48.0,,
82138,6330,141,6,36.0,,
82140,6330,88,7,36.0,,
82142,6331,121,1,36.0,,
82144,6331,71,2,,12.0,25.0
82146,6331,6,3,36.0,,
82148,6331,18,4,24.0,,
82150,6331,54,5,24.0,,
82152,6331,148,6,24.0,,
82154,6331,92,7,48.0,,
82156,6332,113,1,48.0,,
82158,6332,48,2,,12.0,22.5
82160,6332,16,3,24.0,,
82162,6332,21,4,48.0,,
82164,6332,126,5,24.0,,
82166,6333,80,1,36.0,,
82168,6333,123,2,36.0,,
82170,6333,136,3,48.0,,
82172,6333,126,4,36.0,,
82174,6333,7,5,,10.0,22.5
82176,6333,75,6,48.0,,
82178,6333,98,7,48.0,,
82180,6334,84,1,36.0,,
82182,6334,80,2,36.0,,
82184,6334,123,3,48.0,,
82186,6334,27,4,36.0,,
82188,6334,75,5,48.0,,
82190,6334,98,6,24.0,,
82192,6334,132,7,,10.0,22.5
82194,6334,54,8,36.0,,
82196,6335,6,1,36.0,,
82198,6335,77,2,24.0,,
