id,user_id,workout_name,log_date,duration_minutes,perceived_exertion,user_notes
1350,91,Biceps Day,2025-04-05,42,7,Felt good!
1351,91,Full Body Day,2024-08-12,50,9,Felt good!
1352,91,Full Body Day,2024-08-15,43,4,Felt good!
1353,91,Biceps Day,2025-04-02,48,9,Felt good!
1354,91,Biceps Day,2024-10-21,52,9,Tough one today.
1355,91,Legs Day,2024-11-23,46,9,Felt good!
1356,91,Triceps Day,2025-04-17,36,6,Felt good!
1357,91,Back Day,2025-01-25,56,5,Felt good!
1358,91,Core Day,2024-11-08,58,9,Felt good!
1359,91,Triceps Day,2024-08-20,41,4,Felt good!
1360,91,Biceps Day,2025-06-18,50,8,Tough one today.
1361,91,Legs Day,2024-11-19,34,6,Felt good!
1362,91,Core Day,2025-01-24,63,7,Felt good!
1363,91,Chest Day,2024-12-29,59,7,Felt good!
1364,91,Back Day,2025-03-18,40,4,Tough one today.
1365,91,Shoulders Day,2025-01-06,31,9,Tough one today.
1366,91,Shoulders Day,2025-07-01,30,7,Tough one today.
1367,91,Core Day,2024-08-22,32,4,Tough one today.
1368,91,Chest Day,2025-04-05,58,6,Tough one today.
1369,91,Chest Day,2024-08-19,42,8,Felt good!
1370,91,Core Day,2024-08-28,60,6,Felt good!
1371,92,Biceps Day,2025-03-09,44,5,Tough one today.
1372,92,Legs Day,2025-01-10,34,5,Tough one today.
1373,92,Biceps Day,2024-11-15,63,9,Felt good!
1374,92,Back Day,2024-11-27,37,7,Felt good!
1375,92,Core Day,2025-05-23,64,7,Felt good!
1376,92,Legs Day,2025-04-05,62,4,Tough one today.
1377,92,Legs Day,2025-07-01,47,4,Tough one today.
1378,92,Chest Day,2024-09-28,25,7,Felt good!
1379,92,Triceps Day,2025-07-21,34,5,Felt good!
1380,92,Chest Day,2025-01-12,44,7,Felt good!
1381,92,Full Body Day,2025-02-14,42,8,Felt good!
1382,92,Core Day,2025-07-22,39,5,Tough one today.
1383,92,Triceps Day,2025-06-07,46,5,Tough one today.
1384,92,Legs Day,2025-05-16,63,6,Felt good!
1385,92,Full Body Day,2025-05-27,57,9,Tough one today.
1386,92,Full Body Day,2025-03-07,36,8,Felt good!
1387,92,Core Day,2025-03-15,33,5,Felt good!
1388,92,Core Day,2024-08-29,27,7,Felt good!
1389,92,Legs Day,2024-11-27,33,6,Felt good!
1390,92,Legs Day,2024-08-15,33,8,Felt good!
1391,92,Triceps Day,2024-11-27,63,7,Felt good!
1392,92,Triceps Day,2024-09-05,50,6,Tough one today.
1393,92,Triceps Day,2025-04-30,33,6,Felt good!
1394,92,Core Day,2025-07-18,25,9,Felt good!
1395,93,Back Day,2024-09-09,30,5,Tough one today.
1396,93,Core Day,2024-09-07,26,5,Tough one today.
1397,93,Core Day,2024-09-01,57,8,Felt good!
1398,93,Shoulders Day,2024-10-03,52,6,Felt good!
1399,93,Chest Day,2024-12-30,37,9,Felt good!
1400,93,Full Body Day,2025-04-11,29,8,Tough one today.
1401,93,Full Body Day,2025-03-17,27,7,Tough one today.
1402,93,Chest Day,2025-02-02,63,9,Tough one today.
1403,93,Triceps Day,2025-04-30,31,8,Tough one today.
1404,93,Biceps Day,2025-02-27,33,9,Felt good!
1405,93,Core Day,2024-08-16,54,8,Felt good!
1406,93,Shoulders Day,2025-05-23,50,5,Felt good!
1407,94,Biceps Day,2024-09-15,58,8,Felt good!
1408,94,Shoulders Day,2025-07-09,29,8,Felt good!
1409,94,Shoulders Day,2024-09-13,48,5,Tough one today.
1410,94,Core Day,2025-05-20,62,8,Felt good!
1411,94,Biceps Day,2025-06-05,62,9,Felt good!
1412,94,Core Day,2024-10-28,58,6,Tough one today.
1413,94,Back Day,2025-05-11,28,5,Felt good!
1414,94,Core Day,2025-06-05,61,5,Tough one today.
1415,94,Biceps Day,2025-07-02,63,7,Tough one today.
1416,94,Back Day,2025-01-27,50,6,Felt good!
1417,94,Legs Day,2025-07-05,31,8,Tough one today.
1418,94,Core Day,2025-07-28,48,7,Tough one today.
1419,94,Biceps Day,2025-07-06,35,6,Felt good!
1420,94,Legs Day,2025-03-06,35,7,Tough one today.
1421,94,Chest Day,2024-12-04,26,6,Felt good!
1422,94,Back Day,2024-11-01,40,8,Tough one today.
1423,94,Biceps Day,2025-02-18,55,7,Felt good!
1424,94,Triceps Day,2025-03-07,38,7,Felt good!
1425,94,Biceps Day,2025-03-25,45,5,Tough one today.
1426,94,Legs Day,2025-03-08,49,5,Felt good!
1427,94,Legs Day,2025-01-11,47,9,Felt good!
1428,94,Core Day,2025-02-18,38,6,Tough one today.
1429,94,Biceps Day,2024-10-25,35,9,Felt good!
1430,94,Legs Day,2024-11-20,63,8,Tough one today.
1431,94,Shoulders Day,2024-08-25,26,6,Felt good!
1432,95,Chest Day,2025-05-08,26,4,Tough one today.
1433,95,Back Day,2024-10-29,51,8,Felt good!
1434,95,Back Day,2025-07-19,34,5,Felt good!
1435,95,Triceps Day,2024-12-06,47,7,Tough one today.
1436,95,Back Day,2025-02-06,29,9,Tough one today.
1437,95,Core Day,2024-07-30,52,4,Tough one today.
1438,95,Chest Day,2025-07-16,53,6,Tough one today.
1439,95,Core Day,2025-02-18,47,5,Tough one today.
1440,95,Chest Day,2025-07-06,45,8,Tough one today.
1441,95,Shoulders Day,2024-10-19,30,7,Tough one today.
1442,95,Core Day,2024-10-07,28,4,Tough one today.
1443,95,Biceps Day,2025-05-05,45,7,Tough one today.
1444,95,Chest Day,2025-07-23,29,8,Tough one today.
1445,95,Triceps Day,2025-07-06,64,6,Felt good!
1446,95,Shoulders Day,2025-05-20,60,5,Felt good!
1447,95,Shoulders Day,2024-10-13,56,4,Felt good!
1448,95,Biceps Day,2025-06-02,55,6,Felt good!
1449,95,Full Body Day,2025-07-09,60,6,Felt good!
1450,95,Full Body Day,2025-01-22,32,6,Felt good!
1451,95,Triceps Day,2025-06-20,47,4,Felt good!
1452,95,Chest Day,2024-08-03,48,9,Felt good!
1453,95,Triceps Day,2024-09-17,33,5,Felt good!
1454,95,Back Day,2025-03-31,46,5,Tough one today.
1455,95,Chest Day,2024-12-01,45,6,Felt good!
1456,96,Triceps Day,2024-10-05,51,9,Felt good!
1457,96,Shoulders Day,2024-12-13,57,7,Felt good!
1458,96,Biceps Day,2024-10-11,31,9,Felt good!
1459,96,Full Body Day,2025-03-01,60,8,Felt good!
1460,96,Back Day,2024-09-07,34,5,Tough one today.
1461,96,Chest Day,2025-04-30,48,6,Tough one today.
1462,96,Back Day,2024-11-22,42,4,Felt good!
1463,96,Shoulders Day,2025-02-01,63,7,Felt good!
1464,96,Triceps Day,2025-05-27,25,8,Felt good!
1465,96,Back Day,2024-12-15,42,5,Felt good!
1466,96,Chest Day,2024-09-26,58,4,Tough one today.
1467,96,Core Day,2024-11-29,56,9,Tough one today.
1468,96,Biceps Day,2024-08-21,32,9,Tough one today.
1469,96,Shoulders Day,2024-12-16,60,8,Tough one today.
1470,96,Biceps Day,2025-07-19,42,4,Felt good!
1471,96,Back Day,2025-05-19,63,9,Felt good!
1472,96,Full Body Day,2024-12-12,64,8,Felt good!
1473,96,Chest Day,2025-03-19,56,6,Felt good!
1474,96,Full Body Day,2025-06-08,54,4,Felt good!
1475,96,Full Body Day,2025-05-14,64,9,Felt good!
1476,96,Legs Day,2025-04-30,50,4,Felt good!
1477,97,Back Day,2024-12-14,34,6,Felt good!
1478,97,Chest Day,2024-11-15,33,8,Tough one today.
1479,97,Triceps Day,2025-03-21,56,4,Felt good!
1480,97,Legs Day,2025-07-05,47,7,Felt good!
1481,97,Back Day,2025-03-11,26,6,Tough one today.
1482,97,Biceps Day,2025-04-27,26,5,Tough one today.
1483,97,Back Day,2024-08-25,49,8,Tough one today.
1484,97,Core Day,2025-06-20,40,7,Tough one today.
1485,97,Back Day,2025-02-24,45,7,Felt good!
1486,97,Chest Day,2025-01-25,51,7,Felt good!
1487,97,Full Body Day,2025-05-29,45,9,Felt good!
1488,97,Biceps Day,2024-11-30,50,6,Felt good!
1489,97,Chest Day,2024-09-16,39,9,Felt good!
1490,98,Back Day,2025-06-10,52,8,Tough one today.
1491,98,Shoulders Day,2024-12-03,45,9,Tough one today.
1492,98,Shoulders Day,2025-07-17,59,6,Tough one today.
1493,98,Legs Day,2025-07-15,29,9,Felt good!
1494,98,Shoulders Day,2025-03-16,31,9,Tough one today.
1495,98,Back Day,2024-10-08,33,5,Tough one today.
1496,98,Biceps Day,2025-03-16,65,7,Tough one today.
1497,98,Back Day,2025-07-12,38,5,Tough one today.
1498,98,Core Day,2025-06-20,43,5,Felt good!
1499,98,Shoulders Day,2024-10-29,52,5,Felt good!
1500,98,Back Day,2025-01-31,42,4,Felt good!
1501,98,Shoulders Day,2024-12-13,56,9,Tough one today.
1502,98,Chest Day,2024-11-26,34,6,Tough one today.
1503,98,Legs Day,2024-12-23,33,9,Felt good!
1504,98,Core Day,2024-10-12,52,9,Felt good!
1505,98,Biceps Day,2025-07-25,27,8,Felt good!
1506,98,Biceps Day,2024-10-03,32,5,Felt good!
1507,98,Shoulders Day,2025-03-27,47,9,Tough one today.
1508,98,Legs Day,2025-01-24,26,8,Tough one today.
1509,98,Legs Day,2025-04-04,32,9,Tough one today.
1510,98,Full Body Day,2025-06-03,37,4,Tough one today.
1511,99,Legs Day,2025-04-23,59,5,Felt good!
1512,99,Biceps Day,2025-06-01,36,7,Tough one today.
1513,99,Full Body Day,2025-04-04,28,5,Felt good!
1514,99,Chest Day,2025-02-22,49,6,Felt good!
1515,99,Triceps Day,2025-06-25,25,9,Tough one today.
1516,99,Full Body Day,2025-05-27,50,7,Felt good!
1517,99,Full Body Day,2025-02-06,50,9,Felt good!
1518,99,Core Day,2025-05-01,27,7,Tough one today.
1519,99,Back Day,2025-04-14,25,7,Tough one today.
1520,100,Back Day,2024-10-24,41,7,Felt good!
1521,100,Back Day,2024-09-05,30,6,Felt good!
1522,100,Legs Day,2025-01-17,25,4,Felt good!
1523,100,Full Body Day,2025-01-08,28,5,Felt good!
1524,100,Back Day,2025-02-04,50,4,Tough one today.
1525,100,Legs Day,2025-03-21,50,4,Felt good!
1526,100,Triceps Day,2024-10-08,30,5,Tough one today.
1527,100,Legs Day,2025-07-15,25,4,Felt good!
1528,100,Back Day,2025-06-22,28,5,Felt good!
1529,100,Back Day,2025-07-14,52,9,Felt good!
1530,100,Core Day,2024-08-27,53,9,Felt good!
1531,100,Core Day,2025-05-07,35,9,Felt good!
1532,100,Core Day,2025-01-16,52,8,Felt good!
1533,100,Full Body Day,2024-09-08,38,7,Felt good!
1534,100,Back Day,2024-12-16,65,5,Tough one today.
1535,100,Shoulders Day,2024-11-18,47,5,Felt good!
1536,100,Chest Day,2024-08-28,43,4,Felt good!
1537,100,Full Body Day,2024-10-12,65,7,Tough one today.
1538,100,Back Day,2025-05-03,43,9,Felt good!
1539,100,Biceps Day,2025-02-01,50,8,Tough one today.
1540,100,Full Body Day,2024-10-09,47,4,Felt good!
1541,100,Back Day,2024-10-03,31,6,Tough one today.
1542,100,Core Day,2024-10-05,33,4,Felt good!
1543,100,Back Day,2025-04-03,52,8,Felt good!
1544,101,Core Day,2025-05-17,45,9,Tough one today.
1545,101,Biceps Day,2024-12-28,40,8,Felt good!
1546,101,Biceps Day,2025-03-18,43,8,Felt good!
1547,101,Back Day,2025-07-14,47,5,Tough one today.
1548,101,Full Body Day,2025-06-12,27,8,Felt good!
1549,101,Legs Day,2024-08-25,39,4,Felt good!
1550,101,Biceps Day,2025-02-02,31,6,Tough one today.
1551,101,Back Day,2024-12-14,46,8,Felt good!
1552,102,Full Body Day,2024-10-25,25,6,Felt good!
1553,102,Back Day,2024-12-12,26,8,Tough one today.
1554,102,Core Day,2025-03-05,54,8,Tough one today.
1555,102,Back Day,2025-01-04,52,7,Felt good!
1556,102,Biceps Day,2024-08-06,59,9,Felt good!
1557,102,Triceps Day,2024-10-09,51,6,Felt good!
1558,102,Legs Day,2025-04-02,37,6,Felt good!
1559,102,Full Body Day,2025-06-22,32,8,Felt good!
1560,102,Back Day,2024-08-21,26,8,Felt good!
1561,102,Legs Day,2024-09-06,62,5,Tough one today.
1562,102,Chest Day,2024-12-16,65,8,Felt good!
1563,102,Biceps Day,2024-12-29,63,6,Felt good!
1564,103,Shoulders Day,2025-07-01,25,6,Felt good!
1565,103,Shoulders Day,2025-05-23,47,6,Tough one today.
1566,103,Biceps Day,2025-06-23,40,4,Tough one today.
1567,103,Shoulders Day,2025-04-08,55,7,Felt good!
1568,103,Shoulders Day,2025-01-19,32,6,Tough one today.
1569,103,Triceps Day,2025-03-20,25,9,Felt good!
1570,103,Biceps Day,2024-12-22,59,8,Felt good!
1571,103,Shoulders Day,2025-06-25,42,6,Tough one today.
1572,103,Back Day,2024-10-18,59,7,Felt good!
1573,103,Legs Day,2024-08-10,40,6,Felt good!
1574,103,Core Day,2025-02-17,42,9,Felt good!
1575,103,Biceps Day,2024-10-28,41,4,Felt good!
1576,103,Back Day,2025-02-08,58,5,Tough one today.
1577,103,Biceps Day,2025-07-15,33,8,Felt good!
1578,103,Core Day,2025-03-18,41,7,Felt good!
1579,103,Shoulders Day,2025-06-11,52,7,Felt good!
1580,103,Shoulders Day,2025-03-20,41,4,Felt good!
1581,103,Triceps Day,2024-09-16,25,9,Felt good!
1582,104,Full Body Day,2025-06-09,43,4,Felt good!
1583,104,Shoulders Day,2024-10-03,45,7,Felt good!
1584,104,Chest Day,2025-02-26,38,8,Felt good!
1585,104,Core Day,2024-11-04,64,8,Felt good!
1586,104,Full Body Day,2025-04-24,51,9,Felt good!
1587,104,Legs Day,2025-02-25,37,8,Felt good!
1588,105,Triceps Day,2024-08-27,57,7,Felt good!
1589,105,Triceps Day,2024-08-31,60,7,Felt good!
1590,105,Biceps Day,2024-08-24,31,9,Felt good!
1591,105,Shoulders Day,2024-08-22,55,6,Tough one today.
1592,105,Legs Day,2024-10-19,32,8,Felt good!
1593,105,Full Body Day,2024-11-25,30,9,Tough one today.
1594,105,Legs Day,2024-11-14,61,6,Felt good!
1595,105,Triceps Day,2025-03-10,64,6,Tough one today.
1596,105,Biceps Day,2025-07-27,65,7,Felt good!
1597,106,Chest Day,2025-02-24,54,7,Felt good!
1598,106,Chest Day,2025-05-24,52,7,Felt good!
1599,106,Shoulders Day,2024-12-14,33,6,Felt good!
1600,106,Chest Day,2024-08-15,45,6,Tough one today.
1601,106,Biceps Day,2024-12-16,45,8,Felt good!
1602,106,Full Body Day,2024-08-19,57,9,Felt good!
1603,106,Shoulders Day,2025-05-07,63,9,Felt good!
1604,106,Biceps Day,2025-04-30,33,5,Felt good!
1605,106,Biceps Day,2024-11-19,41,9,Tough one today.
1606,106,Legs Day,2025-05-12,35,7,Felt good!
1607,106,Biceps Day,2025-07-12,28,4,Felt good!
1608,107,Full Body Day,2024-12-24,37,6,Tough one today.
1609,107,Back Day,2024-12-28,43,4,Felt good!
1610,107,Full Body Day,2024-09-10,54,6,Felt good!
1611,107,Triceps Day,2024-08-01,52,4,Tough one today.
1612,107,Chest Day,2025-07-12,40,9,Tough one today.
1613,107,Core Day,2025-05-18,47,5,Tough one today.
1614,107,Back Day,2025-02-09,50,5,Felt good!
1615,107,Triceps Day,2025-06-27,44,6,Felt good!
1616,107,Full Body Day,2025-07-02,55,6,Felt good!
1617,107,Back Day,2025-01-22,42,7,Tough one today.
1618,107,Back Day,2025-07-19,25,9,Felt good!
1619,107,Triceps Day,2024-10-11,32,4,Felt good!
1620,107,Shoulders Day,2025-04-10,54,9,Felt good!
1621,107,Full Body Day,2024-09-17,55,9,Felt good!
1622,107,Triceps Day,2025-04-27,26,4,Felt good!
1623,107,Core Day,2025-02-14,55,8,Felt good!
1624,107,Chest Day,2025-07-27,33,7,Felt good!
1625,107,Legs Day,2025-02-24,60,5,Felt good!
1626,107,Triceps Day,2024-09-06,56,8,Felt good!
1627,107,Back Day,2024-12-23,27,8,Felt good!
1628,107,Triceps Day,2024-12-03,60,5,Tough one today.
1629,107,Core Day,2025-05-04,34,6,Felt good!
1630,107,Full Body Day,2025-03-05,34,7,Felt good!
1631,107,Back Day,2025-01-06,45,4,Tough one today.
1632,108,Back Day,2025-03-20,56,9,Felt good!
1633,108,Back Day,2024-08-09,48,6,Tough one today.
1634,108,Triceps Day,2024-12-16,55,6,Felt good!
1635,108,Legs Day,2025-06-11,32,8,Felt good!
1636,108,Shoulders Day,2024-09-02,39,8,Tough one today.
1637,108,Shoulders Day,2024-12-06,31,6,Felt good!
1638,108,Shoulders Day,2024-08-29,37,4,Felt good!
1639,108,Core Day,2025-06-11,34,7,Felt good!
1640,108,Chest Day,2025-05-27,38,9,Felt good!
1641,108,Legs Day,2025-01-26,40,8,Felt good!
1642,108,Biceps Day,2024-10-07,56,9,Felt good!
1643,108,Full Body Day,2024-09-27,46,5,Tough one today.
1644,108,Shoulders Day,2025-04-08,45,5,Felt good!
1645,108,Legs Day,2024-12-27,41,9,Felt good!
1646,109,Chest Day,2025-04-14,28,9,Tough one today.
1647,109,Shoulders Day,2025-03-10,40,6,Felt good!
1648,109,Full Body Day,2025-03-22,56,5,Tough one today.
1649,109,Core Day,2025-07-25,26,4,Felt good!
1650,109,Full Body Day,2024-09-21,48,4,Felt good!
1651,109,Back Day,2025-04-14,56,5,Felt good!
1652,109,Core Day,2025-02-18,55,4,Felt good!
1653,110,Shoulders Day,2024-08-17,52,9,Felt good!
1654,110,Chest Day,2024-12-01,32,4,Tough one today.
1655,110,Full Body Day,2024-10-30,25,8,Felt good!
1656,110,Back Day,2024-10-05,61,5,Felt good!
1657,110,Shoulders Day,2025-05-11,57,4,Felt good!
1658,110,Triceps Day,2024-12-12,38,7,Felt good!
1659,110,Full Body Day,2025-07-24,26,7,Felt good!
1660,110,Core Day,2024-10-06,62,4,Tough one today.
1661,110,Legs Day,2025-05-20,48,6,Felt good!
1662,110,Core Day,2025-05-05,63,4,Tough one today.
1663,110,Legs Day,2025-03-28,49,5,Felt good!
1664,110,Core Day,2025-03-12,32,5,Felt good!
1665,110,Shoulders Day,2025-01-07,30,5,Felt good!
1666,110,Legs Day,2024-09-13,56,8,Felt good!
1667,110,Back Day,2024-08-29,36,6,Tough one today.
1668,110,Legs Day,2024-12-20,41,8,Tough one today.
1669,110,Biceps Day,2025-03-17,31,6,Felt good!
1670,110,Legs Day,2024-08-17,40,9,Felt good!
1671,110,Core Day,2024-11-23,30,5,Tough one today.
1672,110,Full Body Day,2025-01-27,28,6,Felt good!
1673,111,Chest Day,2024-12-04,61,6,Felt good!
1674,111,Biceps Day,2024-08-11,43,6,Tough one today.
1675,111,Full Body Day,2024-08-27,44,5,Tough one today.
1676,111,Shoulders Day,2025-07-10,46,4,Felt good!
1677,111,Full Body Day,2024-08-20,63,7,Felt good!
1678,111,Chest Day,2024-09-21,46,6,Felt good!
1679,112,Core Day,2025-07-23,43,7,Felt good!
1680,112,Core Day,2025-06-22,65,9,Felt good!
1681,112,Full Body Day,2024-11-23,53,4,Felt good!
1682,112,Core Day,2024-09-01,44,4,Felt good!
1683,112,Biceps Day,2024-10-23,36,7,Felt good!
1684,112,Full Body Day,2024-09-25,27,4,Felt good!
1685,112,Triceps Day,2024-10-11,30,4,Felt good!
1686,112,Triceps Day,2025-01-07,35,7,Felt good!
1687,112,Legs Day,2024-11-11,35,7,Felt good!
1688,112,Biceps Day,2025-02-04,33,4,Felt good!
1689,112,Full Body Day,2025-06-22,31,7,Felt good!
1690,112,Core Day,2024-12-24,37,9,Felt good!
1691,112,Full Body Day,2024-12-05,30,6,Tough one today.
1692,112,Biceps Day,2024-08-11,48,9,Tough one today.
1693,112,Biceps Day,2024-10-15,63,5,Felt good!
1694,112,Biceps Day,2025-02-11,58,8,Tough one today.
1695,112,Triceps Day,2025-07-19,26,8,Tough one today.
1696,112,Biceps Day,2025-03-30,57,8,Tough one today.
1697,112,Core Day,2025-02-28,38,7,Felt good!
1698,112,Triceps Day,2024-11-09,31,9,Felt good!
1699,112,Legs Day,2024-12-13,29,4,Tough one today.
1700,112,Full Body Day,2025-01-21,49,6,Felt good!
1701,113,Back Day,2024-12-28,41,9,Felt good!
1702,113,Legs Day,2024-10-15,63,8,Felt good!
1703,113,Legs Day,2024-08-25,45,9,Tough one today.
1704,113,Triceps Day,2025-01-15,52,5,Tough one today.
1705,113,Shoulders Day,2024-11-04,40,4,Felt good!
1706,113,Back Day,2025-02-16,46,4,Felt good!
1707,113,Core Day,2025-05-17,36,6,Felt good!
1708,113,Core Day,2024-12-10,43,5,Tough one today.
1709,113,Triceps Day,2025-06-29,48,4,Felt good!
1710,113,Back Day,2024-11-28,41,5,Tough one today.
1711,113,Legs Day,2024-07-30,35,9,Tough one today.
1712,113,Core Day,2024-09-16,30,5,Felt good!
1713,113,Back Day,2024-08-01,28,6,Felt good!
1714,113,Biceps Day,2024-09-27,28,7,Felt good!
1715,114,Biceps Day,2024-09-20,25,9,Felt good!
1716,114,Core Day,2024-11-06,65,6,Felt good!
1717,114,Back Day,2025-01-03,45,9,Felt good!
1718,114,Biceps Day,2025-05-24,38,5,Tough one today.
1719,114,Full Body Day,2025-05-25,45,4,Felt good!
1720,114,Triceps Day,2025-07-08,50,9,Felt good!
1721,114,Full Body Day,2025-07-09,42,5,Felt good!
1722,114,Triceps Day,2025-04-29,42,6,Felt good!
1723,114,Legs Day,2025-07-02,58,8,Tough one today.
1724,114,Back Day,2025-01-08,65,9,Felt good!
1725,114,Biceps Day,2025-02-04,43,9,Felt good!
1726,115,Chest Day,2025-06-23,63,5,Felt good!
1727,115,Back Day,2025-02-11,39,9,Felt good!
1728,115,Triceps Day,2025-03-22,41,6,Felt good!
1729,115,Full Body Day,2024-12-23,32,4,Felt good!
1730,115,Shoulders Day,2025-01-12,29,8,Felt good!
1731,115,Full Body Day,2024-09-04,38,5,Tough one today.
1732,115,Back Day,2024-12-17,59,7,Felt good!
1733,115,Full Body Day,2024-08-06,46,6,Felt good!
1734,115,Biceps Day,2025-07-26,47,5,Tough one today.
1735,115,Chest Day,2025-01-28,25,4,Felt good!
1736,115,Full Body Day,2025-05-26,53,5,Tough one today.
1737,116,Legs Day,2025-07-20,34,6,Felt good!
1738,116,Chest Day,2025-03-15,36,7,Tough one today.
1739,116,Biceps Day,2024-09-07,45,8,Felt good!
1740,116,Core Day,2025-07-23,29,6,Felt good!
1741,116,Triceps Day,2024-12-24,50,5,Felt good!
1742,116,Core Day,2025-05-17,28,4,Tough one today.
1743,116,Chest Day,2025-04-25,59,4,Felt good!
1744,116,Legs Day,2024-10-06,46,7,Felt good!
1745,116,Back Day,2024-08-21,39,6,Felt good!
1746,116,Chest Day,2024-10-13,39,4,Tough one today.
1747,116,Legs Day,2025-07-13,51,5,Felt good!
1748,116,Shoulders Day,2025-05-01,45,4,Tough one today.
1749,116,Core Day,2025-02-10,41,4,Felt good!
1750,116,Core Day,2024-10-28,35,4,Felt good!
1751,116,Shoulders Day,2025-04-08,59,6,Felt good!
1752,116,Back Day,2024-08-20,40,9,Tough one today.
1753,116,Shoulders Day,2024-12-21,54,4,Felt good!
1754,116,Shoulders Day,2024-08-25,62,5,Felt good!
1755,117,Shoulders Day,2025-04-18,36,7,Tough one today.
1756,117,Back Day,2025-06-17,29,9,Felt good!
1757,117,Biceps Day,2025-06-19,54,8,Felt good!
1758,117,Triceps Day,2025-07-25,61,6,Felt good!
1759,117,Back Day,2025-02-19,63,9,Felt good!
1760,117,Legs Day,2025-01-29,63,7,Felt good!
1761,117,Shoulders Day,2025-04-06,34,8,Felt good!
1762,117,Legs Day,2025-06-25,65,9,Felt good!
1763,118,Triceps Day,2025-02-03,43,6,Felt good!
1764,118,Full Body Day,2025-05-18,39,8,Felt good!
1765,118,Back Day,2024-11-30,54,4,Felt good!
1766,118,Core Day,2024-11-29,31,6,Felt good!
1767,118,Core Day,2025-02-26,48,9,Felt good!
1768,118,Chest Day,2025-01-22,46,6,Felt good!
1769,118,Triceps Day,2024-10-03,62,8,Felt good!
1770,118,Back Day,2024-08-29,26,4,Felt good!
1771,118,Triceps Day,2025-05-30,58,4,Felt good!
1772,118,Triceps Day,2024-12-30,58,6,Felt good!
1773,118,Shoulders Day,2025-02-19,47,4,Felt good!
1774,118,Triceps Day,2024-12-02,58,7,Felt good!
1775,118,Legs Day,2025-03-19,36,6,Tough one today.
1776,118,Core Day,2025-03-23,40,7,Felt good!
1777,118,Full Body Day,2025-07-15,51,6,Felt good!
1778,118,Biceps Day,2025-03-13,33,5,Tough one today.
1779,118,Legs Day,2025-06-30,53,5,Felt good!
1780,119,Chest Day,2025-07-24,64,4,Tough one today.
1781,119,Full Body Day,2025-07-17,28,6,Tough one today.
1782,119,Back Day,2025-02-26,51,8,Felt good!
1783,119,Legs Day,2025-03-27,51,6,Felt good!
1784,119,Legs Day,2024-11-22,65,5,Felt good!
1785,119,Chest Day,2025-01-03,61,8,Tough one today.
1786,120,Biceps Day,2025-05-22,58,8,Felt good!
1787,120,Core Day,2025-05-16,57,8,Felt good!
1788,120,Shoulders Day,2025-02-20,48,9,Felt good!
1789,120,Shoulders Day,2025-04-16,35,4,Felt good!
1790,120,Full Body Day,2024-09-17,44,4,Tough one today.
1791,120,Shoulders Day,2024-12-18,40,4,Tough one today.
1792,120,Shoulders Day,2024-09-15,32,8,Felt good!
1793,120,Triceps Day,2025-06-29,31,9,Felt good!
1794,120,Shoulders Day,2025-06-02,51,4,Tough one today.
1795,120,Shoulders Day,2025-07-22,38,6,Tough one today.
1796,120,Back Day,2025-06-02,43,8,Felt good!
1797,120,Full Body Day,2024-12-23,31,9,Felt good!
1798,120,Back Day,2024-09-27,43,7,Felt good!
1799,120,Chest Day,2024-09-27,36,9,Felt good!
1800,120,Shoulders Day,2024-09-25,33,8,Felt good!
1801,120,Shoulders Day,2025-04-05,44,6,Tough one today.
1802,120,Back Day,2025-04-14,44,5,Felt good!
1803,120,Core Day,2025-01-18,34,6,Tough one today.
1804,121,Biceps Day,2024-11-14,35,4,Felt good!
1805,121,Triceps Day,2025-07-16,56,6,Tough one today.
1806,121,Full Body Day,2025-01-19,58,9,Felt good!
1807,121,Biceps Day,2024-11-03,60,9,Felt good!
1808,121,Full Body Day,2025-06-11,55,6,Felt good!
1809,121,Back Day,2025-05-10,46,9,Felt good!
1810,121,Shoulders Day,2025-05-10,54,7,Felt good!
1811,121,Chest Day,2024-09-23,63,7,Felt good!
1812,121,Full Body Day,2024-12-30,31,6,Felt good!
1813,121,Triceps Day,2025-06-17,44,9,Felt good!
1814,121,Full Body Day,2025-02-02,44,9,Felt good!
1815,121,Triceps Day,2025-03-12,38,7,Felt good!
1816,121,Core Day,2024-12-26,58,5,Felt good!
1817,121,Triceps Day,2024-12-21,25,8,Felt good!
1818,121,Core Day,2024-10-06,41,9,Tough one today.
1819,121,Chest Day,2025-02-08,53,7,Tough one today.
1820,121,Core Day,2025-06-15,38,4,Tough one today.
1821,122,Core Day,2024-11-01,43,5,Felt good!
1822,122,Back Day,2024-11-05,44,6,Felt good!
1823,122,Shoulders Day,2024-09-26,60,5,Felt good!
1824,122,Core Day,2024-12-19,63,6,Felt good!
1825,122,Back Day,2025-06-29,60,4,Tough one today.
1826,122,Biceps Day,2024-11-23,35,8,Tough one today.
1827,122,Triceps Day,2025-07-03,37,4,Felt good!
1828,122,Core Day,2025-01-11,49,6,Felt good!
1829,122,Legs Day,2024-10-01,41,5,Tough one today.
1830,122,Triceps Day,2025-06-16,36,5,Tough one today.
1831,122,Chest Day,2025-06-13,48,5,Tough one today.
1832,122,Full Body Day,2025-05-21,58,9,Felt good!
1833,122,Chest Day,2024-11-19,41,4,Felt good!
1834,122,Shoulders Day,2025-07-23,59,8,Felt good!
1835,122,Shoulders Day,2025-04-01,25,6,Tough one today.
1836,122,Chest Day,2024-09-28,45,4,Tough one today.
